"ita","Comment"
"Chocoboy
“Non hai soldi sufficienti.”",""
"Monto sul Chocobo e esco dal bosco
Sto ancora un po' nel bosco",""
"“Sei salito sul Chocobo!”",""
"“Becca il terreno.”",""
"Ottenuto: Gemma Shell!",""
"Ottenuto: Gemma Sancta!",""
"Chocoboy
“Siete nel {Blue}【Chocobosco: {White}Liv. intermedio{Blue}】{White}.
 Se state tutti qui, spaventerete il Chocobo.”",""
"Chocoboy
“Sei nel {Blue}【Chocobosco: {White}Liv. intermedio{Blue}】{White}.”",""
"Chocoboy
“Il Chocobo ti ha dato un oggetto?
 È la ‘prova d'affetto' del Chocobo!",""
"Chocoboy
“Il Chocobo ti considera suo amico.
 Non serve che cerchi altro qua dentro!”",""
"Chocoboy
“Ah...sto perdendo clienti.”",""
"Chocoboy
“Congratulazioni!!”",""
"Chocoboy
“Non hai ancora trovato niente?
 Mah......non ti preoccupare!”",""
"#cwwood2","288"
"Chocoboy
“Allora...”",""
"Chocoboy
“Congratulazioni per la prima presa!”",""
"Chocoboy
“E ora...presentiamo la dinamica
 offerta del Chocobo!!”",""
"{Squall}
“Posso andarmene?”",""
"Chocoboy
“No, aspetta, aspetta”",""
"Chocoboy
“Come premio per la prima presa
 ti darò un Kochocobo in regalo.”",""
"{Squall}
“No, veramente......”",""
"Chocoboy
“Forza, dagli un nome!”",""
"Chocoboy
“Come capirai dal sottofondo musicale
 è l'ora del ‘Chocobo World'!!”",""
"Chocoboy
“È facile!”",""
"Chocoboy
“Scegli ‘Salva' dal menu
 e quindi ‘Chocobo World'.”",""
"Chocoboy
“Così, puoi comunicare con
‘Chocobo World'.”",""
"Chocoboy
“Bene, buon viaggio
 e divertiti!”",""
"Chocoboy
“Vuoi tentare di nuovo? Grazie
 della preferenza accordatami!”",""
"Chocoboy
“Istruzioni......?”
 Non servono
 Servono",""
"Chocoboy
“Me lo immaginavo!
 Forza allora!”",""
"{Yellow}♫{White}             Il menu del Chocoflauto             {Yellow}♫
{White}Per trovare il Chocobo:   'ChocoSonar'
Per catturare il Chocobo: 'ChocoZiner'
Aiutami!
Meglio morire che suonare questo flauto",""
"Chocoboy
“Ah! Vuoi prendere il Chocobo?”
 Sì
 No",""
"Chocoboy
“Ti serve un flauto speciale,
 si chiama: {Yellow}‘Chocoflauto'{White}.”
 Costa soldi?
 Non lo voglio",""
"Chocoboy
“No, te lo regalo!
 Guarda, te ne do 2 tipi, Ok?”",""
"Chocoboy
“Però devi darmi 1000 guil per
 le lezioni d'uso e l'attestato.”
 Pago
 Non pago",""
"Chocoboy
“Grazie!”",""
"Chocoboy
“Ora ti spiego come funzionano:
 il {Yellow}Chocosonar{White} misura la {Yellow}posizione{White},
 il {Yellow}Chocoziner{White} permette l'{Yellow}azione{White}.”",""
"Chocoboy
“Se suoni il {Yellow}Chocoziner{White} in un punto del bosco,
 il Kochocobo, attirato dalla musica, {WhiteBlink}cadrà giù{White}.
 Puoi capire {WhiteBlink}dove{White} usando il {Yellow}Chocosonar{White}.
 Usa {x0527} per scegliere il flauto
 e {x0524} per suonarlo camminando.”",""
"{Squall}
“Non voglio il Kochocobo,
 ne voglio uno grande da cavalcare.”",""
"Chocoboy
“No, ascoltami!
 Se resta {YellowBlink}1{White} solo Kochocobo, la mamma
 Chocobo si preoccupa e lo cerca.”",""
"{Squall}
“E allora lo potrò
 prendere...”",""
"Chocoboy
“ESATTO!”",""
"Chocoboy
“Sono mansueti, non c'è pericolo.”",""
"Chocoboy
“Ti rispiego velocemente tutto.
 Con {x0527} scegli il {Yellow}Sonar{White},
 con {x0524} lo fai suonare.
 Un {WhiteBlink}suono{White} indica dove sta il Kochocobo.
 Con {x0527} scegli lo {Yellow}Ziner{White},
 con {x0524} lo fai {WhiteBlink}cadere giù.{White}”",""
"Chocoboy
“Quando parlerai al solo Kochocobo rimasto,
 TA_DAAN ♫, di colpo apparirà la mamma.”",""
"Chocoboy
“Il suono del sonar quando il Kochocobo
 {Yellow}non si trova vicino{White} a te è...”",""
"Chocoboy
“Il suono del sonar quando il Kochocobo
 {Yellow}si trova vicino{White} a te è...”",""
"Chocoboy
“Spero tu abbia capito.”",""
"Chocoboy
“Se sei stanco, non ti preoccupare,
 sono qui per questo!
 Premi {x0527} e scegli {Yellow}Aiutami!{White}
 Te lo prenderò io per un {YellowBlink}prezzo stracciato!{White}”",""
"Chocoboy
“Se suoni lo {Yellow}Ziner{White} dove non ci sono
 Kochocobo, il tuo flauto verrà {Yellow}rubato{White}
 e dovrai {YellowBlink}pagare{White} per averne un altro.”",""
"Chocoboy
“Bene, buona fortuna!”",""
"Chocoboy
“Mi hai chiamato? Sei stanco?
 Te lo prendo per 1200 guil.”
 Sì
 No",""
"Chocoboy
“Grazie! Ora ti faccio vedere
 la mia super-tecnica.”",""
"Chocoboy
“Vieni dai, vieni dai, Chocobo...”",""
"Chocoboy
“TI HO DETTO VIENI CHOCOBO!!”",""
"Chocoboy
“He he he{WhiteBlink}!{White} Ecco qua!”",""
"Chocoboy
“Visto come si fa?
 Chiamami quando vuoi, Ok?”",""
"(Oh no...mi hanno rubato il flauto!)",""
"(Uhm? È tornato indietro!)",""
"Chocoboy
“Cosa?? Ti hanno rubato il flauto?”",""
"Chocoboy
“He he he, mi dispiace!
 Devi comprarne uno nuovo: 700 guil.”
Pago
Non pago",""
"Chocoboy
“Hai qualche domanda?”
 Il Chocosonar
 Il Chocoziner
 Il Chocobosco
 Domande su di me?",""
"Chocoboy
“È come un sensore, si attiva
 quando avverte l'odore del Chocobo.”",""
"Chocoboy
“Suona una melodia che provoca nel
 Chocobo una strana reazione.”",""
"Chocoboy
“Esistono 7 Chocoboschi.
 Uno sembra essere terra sacra......
 In tutti gli altri 6 vivono i Chocobo.”",""
"Chocoboy
“Io? Sono un cattura-Chocobo esperto.
 I Chocobo sono la mia specialità.”",""
"Chocoboy
“Cosa posso fare per te?”
 1 suggerimento {Yellow}:{White} 100 guil
 Erba Ghisal {Yellow}:{White} 600 guil
 Domande {Yellow}:{White} quasi gratis, 10 guil
 Niente",""
"Chocoboy
“Il ‘bosco liv. base': devi suonare
 il flauto 2 volte!”",""
"Chocoboy
“Grazie mille!”",""
"Chocoboy
“Non hai soldi sufficienti.”",""
"Monto sul Chocobo e esco dal bosco
Sto ancora un po' nel bosco",""
"“Sei salito sul Chocobo!”",""
"“Becca il terreno.”",""
"Ottenuto: Gemma Flare!",""
"Chocoboy
“Siete nel {Blue}【Chocobosco: {White}Liv. principianti{Blue}】{White}.
 Se state tutti qui, spaventerete il Chocobo.”",""
"Chocoboy
“Sei nel {Blue}【Chocobosco: {White}Liv. principianti{Blue}】{White}.”",""
"Chocoboy
“Il Chocobo ti ha dato un oggetto?
 È la ‘prova d'affetto' del Chocobo!",""
"Chocoboy
“Il Chocobo ti considera suo amico.
 Non serve che cerchi altro qua dentro!”",""
"Chocoboy
“Ah...sto perdendo clienti.”",""
"Chocoboy
“Congratulazioni!!”",""
"Chocoboy
“Non hai ancora trovato niente?
 Mah......non ti preoccupare!”",""
"#cwwood1","287"
"Chocoboy
“Allora...”",""
"Chocoboy
“Congratulazioni per la prima presa!”",""
"Chocoboy
“E ora...presentiamo la dinamica
 offerta del Chocobo!!”",""
"{Squall}
“Posso andarmene?”",""
"Chocoboy
“No, aspetta, aspetta!”",""
"Chocoboy
“Come premio per la prima presa
 ti darò un Kochocobo in regalo.”",""
"{Squall}
“No, veramente......”",""
"Chocoboy
“Forza, dagli un nome!”",""
"Chocoboy
“Come capirai dal sottofondo musicale
 è l'ora del ‘Chocobo World'!!”",""
"Chocoboy
“È facile!”",""
"Chocoboy
“Scegli ‘Salva' dal menu
 e quindi ‘Chocobo World'.”",""
"Chocoboy
“Così, puoi comunicare con
‘Chocobo World'.”",""
"Chocoboy
“Bene, buon viaggio
 e divertiti!”",""
"Chocoboy
“Vuoi tentare di nuovo? Grazie
 della preferenza accordatami!”",""
"Chocoboy
“Istruzioni......?”
 Non servono
 Servono",""
"Chocoboy
“Me lo immaginavo!
 Forza allora!”",""
"{Yellow}♫{White}             Il menu del Chocoflauto             {Yellow}♫
{White}Per trovare il Chocobo:   'ChocoSonar'
Per catturare il Chocobo: 'ChocoZiner'
Aiutami!
Meglio morire che suonare questo flauto",""
"Chocoboy
“Ah! Vuoi prendere il Chocobo?”
 Sì
 No",""
"Chocoboy
“Ti serve un flauto speciale,
 si chiama: {Yellow}‘Chocoflauto'{White}.”
 Costa soldi?
 Non lo voglio",""
"Chocoboy
“No, te lo regalo!
 Guarda, te ne do 2 tipi, Ok?”",""
"Chocoboy
“Però devi darmi 1000 guil per
 le lezioni d'uso e l'attestato.”
 Pago
 Non pago",""
"Chocoboy
“Grazie!”",""
"Chocoboy
“Ora ti spiego come funzionano:
 il {Yellow}Chocosonar{White} misura la {Yellow}posizione{White},
 il {Yellow}Chocoziner{White} permette l'{Yellow}azione{White}.”",""
"Chocoboy
“Se suoni il {Yellow}Chocoziner{White} in un punto del bosco,
 il Kochocobo, attirato dalla musica, {WhiteBlink}cadrà giù{White}.
 Puoi capire {WhiteBlink}dove{White} usando il {Yellow}Chocosonar{White}.
 Usa {x0527} per scegliere il flauto
 e {x0524} per suonarlo camminando.”",""
"{Squall}
“Non voglio il Kochocobo,
 ne voglio uno grande da cavalcare.”",""
"Chocoboy
“No, ascoltami!
 Se resta {YellowBlink}1{White} solo Kochocobo, la mamma
 Chocobo si preoccupa e lo cerca.”",""
"{Squall}
“E allora lo potrò
 prendere...”",""
"Chocoboy
“ESATTO!”",""
"Chocoboy
“Sono mansueti, non c'è pericolo.”",""
"Chocoboy
“Ti rispiego velocemente tutto.
 Con {x0527} scegli il {Yellow}Sonar{White},
 con {x0524} lo fai suonare.
 Un {WhiteBlink}suono{White} indica dove sta il Kochocobo.
 Con {x0527} scegli lo {Yellow}Ziner{White},
 con {x0524} lo fai {WhiteBlink}cadere giù.{White}”",""
"Chocoboy
“Quando parlerai al solo Kochocobo rimasto,
 TA_DAAN ♫, di colpo apparirà la mamma.”",""
"Chocoboy
“Il suono del sonar quando il Kochocobo
 {Yellow}non si trova vicino{White} a te è...”",""
"Chocoboy
“Il suono del sonar quando il Kochocobo
 {Yellow}si trova vicino{White} a te è...”",""
"Chocoboy
“Spero tu abbia capito.”",""
"Chocoboy
“Se sei stanco, non ti preoccupare,
 sono qui per questo!
 Premi {x0527} e scegli {Yellow}Aiutami!{White}
 Te lo prenderò io per un {YellowBlink}prezzo stracciato!{White}”",""
"Chocoboy
“Se suoni lo {Yellow}Ziner{White} dove non ci sono
 Kochocobo, il tuo flauto verrà {Yellow}rubato{White}
 e dovrai {YellowBlink}pagare{White} per averne un altro.”",""
"Chocoboy
“Bene, buona fortuna!”",""
"Chocoboy
“Mi hai chiamato? Sei stanco?
 Te lo prendo per 1200 guil.”
 Sì
 No",""
"Chocoboy
“Grazie! Ora ti faccio vedere
 la mia super-tecnica.”",""
"Chocoboy
“Vieni dai, vieni dai, Chocobo...”",""
"Chocoboy
“TI HO DETTO VIENI CHOCOBO!!”",""
"Chocoboy
“He he he{WhiteBlink}!{White} Ecco qua!”",""
"Chocoboy
“Visto come si fa?
 Chiamami quando vuoi, Ok?”",""
"(Oh no...mi hanno rubato il flauto!)",""
"(Uhm? È tornato indietro!)",""
"Chocoboy
“Cosa?? Ti hanno rubato il flauto?”",""
"Chocoboy
“He he he, mi dispiace!
 Devi comprarne uno nuovo: 700 guil.”
Pago
Non pago",""
"Chocoboy
“Hai qualche domanda?”
 Il Chocosonar
 Il Chocoziner
 Il Chocobosco
 Domande su di me?",""
"Chocoboy
“È come un sensore, si attiva
 quando avverte l'odore del Chocobo.”",""
"Chocoboy
“Suona una melodia che provoca nel
 Chocobo una strana reazione.”",""
"Chocoboy
“Esistono 7 Chocoboschi.
 Uno sembra essere terra sacra......
 In tutti gli altri 6 vivono i Chocobo.”",""
"Chocoboy
“Io? Sono un cattura-Chocobo esperto.
 I Chocobo sono la mia specialità.”",""
"Chocoboy
“Cosa posso fare per te?”
 1 suggerimento {Yellow}:{White} 100 guil
 Erba Ghisal {Yellow}:{White} 600 guil
 Domande {Yellow}:{White} quasi gratis, 10 guil
 Niente",""
"Chocoboy
“Il ‘bosco dei principianti': basta
 trovare il posto dove cade un Kochocobo.”",""
"Chocoboy
“Grazie mille!”",""
"Chocoboy
“Non hai soldi sufficienti.”",""
"Monto sul Chocobo e esco dal bosco
Sto ancora un po' nel bosco",""
"“Sei salito sul Chocobo!”",""
"“Becca il terreno.”",""
"Ottenuto: Gemma Aura!",""
"Chocoboy
“Siete nel {Blue}【Chocobosco: {White}Liv. principianti{Blue}】{White}.
 Se state tutti qui, spaventerete il Chocobo.”",""
"Chocoboy
“Sei nel {Blue}【Chocobosco: {White}Liv. principianti{Blue}】{White}.”",""
"Chocoboy
“Il Chocobo ti ha dato un oggetto?
 È la ‘prova d'affetto' del Chocobo!",""
"Chocoboy
“Il Chocobo ti considera suo amico.
 Non serve che cerchi altro qua dentro!”",""
"Chocoboy
“Ah...sto perdendo clienti.”",""
"Chocoboy
“Congratulazioni!!”",""
"Chocoboy
“Non hai ancora trovato niente?
 Mah......non ti preoccupare!”",""
"#bcmin22a","117"
"Zell
“Ehi! Non toccate tutto quanto!
 A me piace tenerla pulita la roba!”",""
"Selphie
“WOW!”",""
"Zell
“Ehi! Ho appena finito di dire di non
 toccare niente e salti sul mio letto!”",""
"Selphie
“Uffa!!!
 Rom{Wait032}pi{Wait016}sca{Wait016}to{Wait048}le!”",""
"“Non sei contento che una bella
 ragazza si sieda sul tuo letto?”",""
"“Mi dovresti ringraziare!
 Ho ragione {Squall}?”",""
"{Squall}
Sì infatti
No",""
"Zell
“Oh, pure {Squall}!?”",""
"Selphie
“Pure {Squall} che sembra non capisca
 mai niente invece ha capito tutto!!”",""
"“Invece tu Zell, sei proprio
 irrecuperabile!”",""
"Zell
“Non ti sopporto più!”",""
"Zell
“Appunto, come ti dicevo!”",""
"Selphie
“Ah! Io sarei
 fastidiosa?”",""
"“{Squall} e Zell, voi due siete
 abbassati di grado!”",""
"Zell
“COSAAA!?
 Stai scherzando!?”",""
"{Rinoa}
“Che emozione, stare
 nella stanza di un uomo!”",""
"{Rinoa}
“Quello chi è? Tuo nonno?”",""
"Zell
“No, è l'uomo che più stimo!
 Era un valoroso combattente!”",""
"“Non era solo forte. Sapeva
 quando attaccare, quando ritirarsi
 ed era sempre freddo e composto!”",""
"{Squall}
“In poche parole...
 il contrario di te!”",""
"Zell
“Co-Cos'hai detto?”",""
"{Rinoa}
“È un'osservazione
 che non dovrei fare...”",""
"“Però {Squall},forse
 sei un po' troppo freddo.”",""
"{Squall}
“......”",""
"Zell
“He he he!
 Beccati questa {Squall}!”",""
"“È vero! Ti manca un cuore
 passionale come il mio.”",""
"{Rinoa}
“Ti sei offeso?”",""
"{Squall}
“È questa la camera di Zell?”",""
"Quistis
“Così ordinata che non si direbbe
 nemmeno che è di un ragazzo!”",""
"Quistis
“Eh???”",""
"“Zell, non te l'avevano
 sequestrato il T-board?”",""
"Zell
“È un altro. Ne avevo due.”",""
"“Ehi, che hai da ridere?”",""
"Quistis
“Mi è venuta in mente
 la scena con il T-board!”",""
"Quistis
“Tu non la sai la storia, vero?”",""
"{Squall}
“Che storia?”",""
"Quistis
“Zell stava correndo col T-board nel
 Garden. Gira a una curva e finisce
 dritto nei bagni delle donne!”",""
"Zell
“Adesso smettila!!”",""
"Irvine
“A me entrare nella stanza di un uomo
 non mi fa né caldo, né freddo!”",""
"Irvine
“E questi{Wait048} cosa sono??”",""
"“Quanti fucili......!”",""
"Zell
“Sono di mio nonno! Ehi, non
 toccarli con quelle manacce!”",""
"Irvine
“Va bene, va bene,
 Ho capito!”",""
"Zell
“Va be'{Wait048} un po'
 puoi toccarli...
 ma non tanto!”",""
"Zell
“Ehi, MA COSA FAI?”",""
"{Squall}
(...{Wait048}...{Wait048}lo sapevo......!!!)",""
"【Save Point】
Per salvare la situazione di gioco
scegliere ‘Salva' dal menu.",""
"{Squall}
“Riposiamo un po'......”
 Sì
 No",""
"#bccent1a","103"
"Soldato di Galbadia
“Ritornate subito a casa!”",""
"“Se vi vedo ancora qua in
 giro, vi metto dentro!”",""
"Soldato di Galbadia
“Beato te che sei in
 dolce compagnia!”",""
"Soldato di Galbadia
“Il  {Red}comandante{White} ha dei sospetti
 su questa piccola città.”",""
"“Credi che riusciremo a
 trovare questa Ellione
 prima o poi?”",""
"Soldato di Galbadia
“Sì, ne sono convinto!
 Lei non può sfuggire a Edea!”",""
"“Dopodiché sarà l'inizio del
 mondo di Edea e di Galbadia...”",""
"Soldato di Galbadia
“Il mondo di Edea e di Galbadia.{Wait016}
 Però! Suona proprio bene!”",""
"Soldato di Galbadia
“Se solo sapessimo di
 più di questa Ellione...”",""
"Soldato di Galbadia
“Come? Dove sta riposando
 il {Yellow}capitano{White}?”",""
"“Me lo chiedevo anch'io.”",""
"“È sparito. Che non sia
 in un posto segreto!?”",""
"Soldato di Galbadia
“Il {Red}comandante{White} è
 arrabbiato di nuovo?”",""
"Soldato di Galbadia
“Come? Dove dorme il {Yellow}capitano{White}?
 Che ne so io!”",""
"“Di sicuro non dorme
 né su un marciapiede,
 né sopra un tetto!!”",""
"Soldato di Galbadia
“Insomma ora cerchi il
 {Yellow}capitano{White} e non più Ellione?”
{NewPage}
“Per caso lo cerca
 il {Red}comandante{White}?”",""
"“È un bel guaio!
 Se qualcuno con un bel
 fiuto lo scovasse...!”",""
"“Abbiamo finito quasi
 tutto nel negozio!”",""
"“La sig.ra Dincht mi
 ha aiutato molto, ma
 non possiamo fare nulla.”",""
"“I galbadiani ci stanno
 torturando lentamente.
 La gente è al limite.”",""
"“Ma questa Ellione
 sarà davvero qui?”",""
"“Ad essere sincera, vorrei
 che la trovassero presto.”",""
"“......”",""
"“Il {Yellow}capitano{White}...
 sarà quello con l'uniforme
 diversa dagli altri!?”",""
"“Se è quello, l'ho visto
 prima nella stazione.
 Puzzava da morire!”",""
"“Ma non ho visto dove
 andava, mi dispiace.”",""
"“Scusate, non vorrei
 offendervi ma...”",""
"“Viene un certo cattivo
 odore dalla vostra parte.”",""
"Soldato di Galbadia
“Cercate il {Yellow}capitano{White}?
 Cosa volete da lui?”",""
"“Se avete informazioni,
 andate in albergo dal
 {Red}comandante{White}.”",""
"“Se avete notizie di
 Ellione, informate
 il {Red}comandante{White}!”",""
"“Spie sono venute in cerca
 di informazioni. Ma non gli
 vendo notizie per pochi soldi!”",""
"Soldato di Galbadia
“È successo qualcosa?
 Ho visto il {Yellow}capitano{White}
 correre via...”",""
"Soldato di Galbadia
“Non è che ha
 trovato Ellione?”",""
"Soldato di Galbadia
“Il {Yellow}capitano{White} è
 tornato al Quartier Generale
 prima che il {Red}comandante{White}
 si arrabbiasse di nuovo.”",""
"Soldato di Galbadia
“Il {Red}comandante{White} quando
 si arrabbia è terribile!”",""
"Signore
“Un cane? Ah sì!
 Ce n'era uno prima!”",""
"“Ma non so
 dov'è andato.”",""
"Commesso
“Ciao Zell!
 Sapevo saresti tornato!”",""
"Ragazzino
“Grazie Zell.”",""
"“Ho parlato col tipo dell'albergo
 mentre mi distraevi la guardia!”",""
"“La prossima volta ci penso
 io. Dimmi quando vuoi uscire!”",""
"Ragazzino
“Vuoi uscire fuori?”
 Sì
 No",""
"Soldato di Galbadia
“Un cane? Un cane segugio?
 Provate a cercarlo al porto.”",""
"“È intelligente, sarà tornato
 al posto di prima, no?”",""
"Soldato di Galbadia
“Uhm? Dov'è andato il cane??”",""
"“Ora che ci penso, ne ho
 visto passare uno prima...”",""
"#bcport1b","122"
"Apprendista
“Ti aspettavo Zell!”",""
"“Devi vendicare il mio maestro!
 I soldati di Galbadia gli
 hanno rotto un braccio!”",""
"“Gli aveva solo chiesto una cosa!
 Ma dove andremo a finire così?”",""
"“Oh, se fossi più forte......”",""
"Apprendista
“Ma certo! Gli mettiamo una
 bomba nel vagone del treno!”",""
"“Oh no, non posso usare
 gli insegnamenti del maestro
 per questi fini...!”",""
"Apprendista
“Il {Yellow}capitano{White}?
 Non lo so chi è!”",""
"“Date una lezione al {Yellow}capitano{White}?
 Vengo anch'io allora!”",""
"Apprendista
“Come? di dietro?
 Sì, ci entri ma......”",""
"“Puoi metterti anche davanti.
 Cosa vuoi fare dietro?”",""
"Soldato di Galbadia
“Ringraziate che questa
 città è ancora in piedi!”",""
"“Se la strega Edea lo desidera,
 questa città sparisce in un attimo!”",""
"“Senti, hai mai sentito parlare
 di una certa Ellione?”
 Sì
 No",""
"“La ragazza che cercano i
 galbadiani si chiama Ellione.”",""
"“Faresti meglio a ricordarlo.”",""
"“Per caso ho sentito che
 questa Ellione dovrebbe
 essere su una nave.”",""
"“Siamo in un porto.
 Probabile che sia qui ora.”",""
"“Il porto è piccolo, ma
 se è arrivata in battello,
 nessuno l'avrà notato.”",""
"“Stavamo parlando proprio ora
 di quella ragazza, Ellione...”",""
"“Forse è arrivata al porto
 e magari ora è qui in città.”",""
