"eng","Comment"
"Chocoboy
“Ok, now that the theme song is playing,
 here's an explanation of ‘Chocobo World'.”",""
"Chocoboy
“It's real easy!!!",""
"Chocoboy
“From the menu's [Save],
 select ‘Chocobo World'.”",""
"Chocoboy
“Then, you can communicate with
 ‘Chocobo World'”",""
"Chocoboy
“Well, have a safe and fun journey!
 Bye!”",""
"Chocoboy
“How's it going?  Back for more, eh?
 Thanks for the business.”",""
"Chocoboy
“You want me to explain...?”
No
Yes",""
"Chocoboy
“Didn't think so!
 Well, good luck to ya.”",""
"“ChocoWhis menu.”
To detect:  [ChocoSonar]
To catch:   [ChocoZiner]
Help Me
No way, I'm not doing this",""
"Chocoboy
“So!  You wanna catch a chocobo?”
Yes
No",""
"Chocoboy
“You need a whistle to catch one.
 It's called a {Yellow}[ChocoWhis]{White}.  Want one?”
Are you going to charge me?
No thanks",""
"Chocoboy
“Nah, I won't charge you.
 Here, there's two types, ok?”",""
"Chocoboy
“...But, it's gonna cost you 1,000 Gil
 for {YellowBlink}‘my lecture'{White} on how to use'em.”
...Pay it
Forget it...",""
"Chocoboy
“Thanks.”",""
"Chocoboy
“Allow me to explain.  The 2 whistles are for
 {Yellow}location{White}, which is the [{Yellow}ChocoSonar{White}], and
 {Yellow}action{White}, which is the [{Yellow}ChocoZiner{White}].”",""
"Chocoboy
“If you sound the [{Yellow}ChocoZiner{White}]
 somewhere in this forest, ‘chicobos' will
 {WhiteBlink}fall{White} from outta nowhere.”
{NewPage}
“You can tell {WhiteBlink}where{White} by the
 [{Yellow}ChocoSonar{White}]'s sound.
 Select the whistle with the {x0527}
 and hold {x0524} while walking and sounding.”",""
"{Squall}
“I don't want any small ones.
 I need to be able to ride it.”",""
"Chocoboy
“Hold your chocobos...
 When there's only {YellowBlink}1{White} ‘chicobo' left,
 the ‘mother chocobo' gets worried
 and starts looking for it.”",""
"{Squall}
“So that's when you catch it...”",""
"Chocoboy
“EXACTLY!”",""
"Chocoboy
“They're quite well behaved.”",""
"Chocoboy
“Let me review everything with you.
 First, {x0527} to select the [{Yellow}Sonar{White}],
 and {x0524} to sound it.”
{NewPage}
“{WhiteBlink}A different sound{White} tells you
 where the chicobos are.”
{NewPage}
“Then, {x0527} to select the [{Yellow}Ziner{White}]
 and {x0524} for them to {WhiteBlink}fall{White}.”",""
"Chocoboy
“When you talk to the lone ‘chicobo',
 BOOM!  The mother appears.”",""
"Chocoboy
“By the way, the [{Yellow}Sonar{White}] sound when
 they're {WhiteBlink}not around{White} is...”",""
"Chocoboy
“And the [{Yellow}Sonar{White}] sound when
 they {WhiteBlink}are around{White} is...”",""
"Chocoboy
“Got it?  I hope so.”",""
"Chocoboy
“Hey?  You look concerned.
 That's where I come in!”
{NewPage}
“Press {x0527} and select [{Yellow}Help Me{White}] and for a
 ‘{YellowBlink}Bargain Price{White}', I'll catch one for you.”",""
"Chocoboy
“Oh, and one thing:
 if you sound the ‘Ziner' where there are {Yellow}no{White}
 chicobos around, your whistle will be {Yellow}stolen{White}!
 After that, you'll have to ‘{YellowBlink}pay{White}' for it.”",""
"Chocoboy
“Well, good luck to ya!”",""
"“Did you call me?  Give up?
 Yeah, I thought so.  I suggest you give up.
 That will be 1,200 Gil please.”
Pay it
No way",""
"Chocoboy
“Thanks!
 Watch the master in action!”",""
"Chocoboy
“Here...choco, choco, choco...”",""
"Chocoboy
“I SAID COME HERE CHOCOBO!!!  please...”",""
"Chocoboy
“Heh, heh, {WhiteBlink}heh!{White}  How's that for ya!”",""
"Chocoboy
“Ahhhh... Well, that's the way it's done.
 Call me anytime, eh?”",""
"(Oh no... My whistle was stolen...)",""
"(?...I got my whistle back.)",""
"Chocoboy
“Huh?  Stolen?  I told you to be careful...”",""
"“Heh, heh... Ah, that's too bad.
 You'll have to buy a new one.
 700 Gil please.”
Pay it
Forget it",""
"Chocoboy
“You have a question?  Go ahead, shoot.”
About [ChocoSonar]
About [ChocoZiner]
About [Chocobo Forest]
About [You]",""
"Chocoboy
“It's kinda like a sensor.  It even reacts to
 the chocobo's scent.  Cool, eh?”",""
"Chocoboy
“The sound causes a crazy reaction
 in the chocobos.  Groovy, eh?”",""
"Chocoboy
“It's said there are 7 ‘Chocobo Forests'
 in the world.
 One's said to be on holy ground...
 Chocobos live in the other 6.  Rad, eh?”",""
"Chocoboy
“Me!?  I'm a master chocobo catcher.
 Chocobos are my expertise.”",""
"Chocoboy
“Yes, what can I get you?”
A hint                        100 Gil
Gysahl Greens              600 Gil
Question          Free, nah 10 Gil
Forget it",""
"Chocoboy
“‘The Basics Forest':
 You have to blow the whistle twice.”",""
"Chocoboy
“Thank you.”",""
"Chocoboy
“You don't have enough!”",""
"I guess I'll ride the chocobo outta here
I think I'll stay in this forest a bit longer",""
"“You rode the chocobo.”",""
"“Motion of pecking the ground.”",""
"Received [Flare Stone]!",""
"Chocoboy
“You're in {Blue}【Chocobo's Forest: {White}Beginner{Blue}】{White}...”
{NewPage}
“You'll scare away the chocobo
 if you all come in.”",""
"Chocoboy
“You're in {Blue}【Chocobo's Forest: {White}Beginner{Blue}】{White}...”",""
"Chocoboy
“Hey?  The chocobo gave you a hidden item?
 That's chocobo's way of showing affection.”",""
"Chocoboy
“The chocobos in this forest see you
 as ‘one of them'.
 You won't need to find anymore here.”",""
"Chocoboy
“Err... I'm losing my customer base.”",""
"Chocoboy
“Congrats on your catch!”",""
"Chocoboy
“Huh?  You still haven't found...
 Oh, nothing...”",""
"#cwwood1","287"
"Chocoboy
“Ready, and...”",""
"Chocoboy
“Congrats on your first catch!”",""
"Chocoboy
“It's my special way of
 saying thanks!”",""
"{Squall}
“Oh... I'm going now.”",""
"Chocoboy
“Hey, hold on a sec...
 Hold your chocobos...”",""
"Chocoboy
“To celebrate your first catch,
 I wanna give you a ‘chicobo' as a present.”",""
"{Squall}
“No, I'm not interested in a sma...”",""
"Chocoboy
“Come on, name it.”",""
"Chocoboy
“Ok, now that the theme song is playing,
 here's an explanation of ‘Chocobo World'.”",""
"Chocoboy
“It's real easy!!!",""
"Chocoboy
“From the menu's [Save],
 select ‘Chocobo World'.”",""
"Chocoboy
“Then, you can communicate with
 ‘Chocobo World'”",""
"Chocoboy
“Well, have a safe and fun journey!
 Bye!”",""
"Chocoboy
“How's it going?  Back for more, eh?
 Thanks for the business.”",""
"Chocoboy
“You want me to explain...?”
No
Yes",""
"Chocoboy
“Didn't think so!
 Well, good luck to ya.”",""
"“ChocoWhis menu.”
To detect: [ChocoSonar]
To catch:  [ChocoZiner]
Help Me
No way, I'm not doing this",""
"Chocoboy
“So!  You wanna catch a chocobo?”
Yes
No",""
"Chocoboy
“You need a whistle to catch one.
 It's called a {Yellow}[ChocoWhis]{White}.  Want one?”
Are you going to charge me?
No thanks",""
"Chocoboy
“Nah, I won't charge you.
 Here, there's two types, ok?”",""
"Chocoboy
“...But it's gonna cost you 1,000 Gil
 for {YellowBlink}‘my lecture'{White} on how to use'em.”
...Pay it
Forget it...",""
"Chocoboy
“Thanks.”",""
"Chocoboy
“Allow me to explain.  The 2 whistles are for
 {Yellow}location{White}, which is the [{Yellow}ChocoSonar{White}], and
 {Yellow}action{White}, which is the [{Yellow}ChocoZiner{White}].”",""
"Chocoboy
“If you sound the [{Yellow}ChocoZiner{White}]
 somewhere in this forest, ‘chicobos' will
 {WhiteBlink}fall{White} from outta nowhere.”
{NewPage}
“You can tell {WhiteBlink}where{White} by the
 [{Yellow}ChocoSonar{White}]'s sound.
 Select the whistle with the {x0527}
 and hold {x0524} while walking and sounding.”",""
"{Squall}
“I don't want any small ones.
 I need to be able to ride it.”",""
"Chocoboy
“Hold your chocobos...
 When there's only {YellowBlink}1{White} ‘chicobo' left,
 the ‘mother chocobo' gets worried
 and starts looking for it.”",""
"{Squall}
“So that's when you catch it...”",""
"Chocoboy
“EXACTLY!”",""
"Chocoboy
“They're quite well behaved.”",""
"Chocoboy
“Let me review everything with you.
 First, {x0527} to select the [{Yellow}Sonar{White}],
 and {x0524} to sound it.”
{NewPage}
“{WhiteBlink}A different sound{White} tells you
 where the chicobos are.”
{NewPage}
“Then, {x0527} to select the [{Yellow}Ziner{White}]
 and {x0524} for them to {WhiteBlink}fall{White}.”",""
"Chocoboy
“When you talk to the lone ‘chicobo',
 BOOM!  The mother appears.”",""
"Chocoboy
“By the way, the [{Yellow}Sonar{White}] sound when
 they're {WhiteBlink}not around{White} is...”",""
"Chocoboy
“And the [{Yellow}Sonar{White}] sound when
 they {WhiteBlink}are around{White} is...”",""
"Chocoboy
“Got it?  I hope so.”",""
"Chocoboy
“Hey?  You look concerned.
 That's where I come in!”
{NewPage}
“Press {x0527} and select [{Yellow}Help Me{White}] and for a
 ‘{YellowBlink}Bargain Price{White}', I'll catch one for you.”",""
"Chocoboy
“Oh, and one thing:
 if you sound the ‘Ziner' where there are {Yellow}no{White}
 chicobos around, your whistle will be {Yellow}stolen{White}!
 After that, you'll have to ‘{YellowBlink}pay{White}' for it.”",""
"Chocoboy
“Well, good luck to ya!”",""
"“Did you call me?  Give up?
 Yeah, I thought so.  I suggest you give up.
 That will be 1,200 Gil please.”
Pay it
No way",""
"Chocoboy
“Thanks!
 Watch the master in action!”",""
"Chocoboy
“Here...choco, choco, choco...”",""
"Chocoboy
“I SAID COME HERE CHOCOBO!!!  Please...”",""
"Chocoboy
“Heh, heh, {WhiteBlink}heh!{White}  How's that for ya!”",""
"Chocoboy
“Ahhhh... Well, that's the way it's done.
 Call me anytime, eh.”",""
"(Oh no... My whistle was stolen...)",""
"(?...I got my whistle back.)",""
"Chocoboy
“Huh?  You got your whistle stolen?”",""
"“Heh, heh... Ah, that's too bad.
 You'll have to buy a new one.
 700 Gil please.”
Pay it
Forget it",""
"Chocoboy
“You have a question?  Go ahead, shoot.”
About [ChocoSonar]
About [ChocoZiner]
About [Chocobo Forest]
About [You]",""
"Chocoboy
“It's kinda like a sensor.  It even reacts to
 the chocobo's scent.  Cool, eh?”",""
"Chocoboy
“The sound causes a crazy reaction
 in the chocobos.  Groovy, eh?”",""
"Chocoboy
“It's said there are 7 ‘Chocobo Forests'
 in the world.
 One's said to be on holy ground...
 Chocobos live in the other 6.  Rad, eh?”",""
"Chocoboy
“Me!?  I'm a master chocobo catcher.
 Chocobos are my expertise.”",""
"Chocoboy
“Yes, what can I get you?”
A hint                        100 Gil
Gysahl Greens              600 Gil
Question          Free, nah 10 Gil
Forget it",""
"Chocoboy
“‘The Beginner's Forest':
 Try to find a spot where only 1 falls down.”",""
"Chocoboy
“Thank you.”",""
"Chocoboy
“You don't have enough!”",""
"I guess I'll ride the chocobo outta here
I think I'll stay in this forest a bit longer",""
"“You rode the chocobo.”",""
"“Motion of pecking the ground.”",""
"Received [Aura Stone]!",""
"Chocoboy
“You're in {Blue}【Chocobo's Forest: {White}Beginner{Blue}】{White}...”
{NewPage}
“You'll scare away the chocobo
 if you all come in.”",""
"Chocoboy
“You're in {Blue}【Chocobo's Forest: {White}Beginner{Blue}】{White}...”",""
"Chocoboy
“Hey?  The chocobo gave you a hidden item?
 That's ‘chocobo's way of showing affection'.”",""
"Chocoboy
“The chocobos in this forest see you
 as ‘one of them'.
 You won't need to find anymore here.”",""
"Chocoboy
“Err... I'm losing my customer base.”",""
"Chocoboy
“Congrats on your catch!”",""
"Chocoboy
“Huh?  You still haven't found...
 Oh, nothing...”",""
"#bcmin22a","117"
"Zell
“Don't go around touchin' everything, OK!?
 I like to keep things clean...”",""
"Selphie
“Whoo-hoo.”",""
"Zell
“Yo!  I just finished sayin' not to touch
 anything!  And now you're on my bed!”",""
"Selphie
“Well, fine then!
 I didn't think you were so...{Wait048}anal.”",""
"“You should feel honored that a very,
 very cute girl sat on your bed, you know!”",""
"“He should thank ME!
 Right, {Squall}?”",""
"{Squall}
Maybe you're right
No, you're annoying him",""
"Zell
“You're siding with her, {Squall}...?”",""
"Selphie
“Wow!  Now you're gettin' it, {Squall}!”",""
"“And Zell just doesn't
 understand anything...”",""
"Zell
“Y-Yo!”",""
"Zell
“Yeah, stop annoying me.”",""
"Selphie
“So are you saying
 I'm an annoying person!?”",""
"“That's it.  {Squall} and Zell,
 you're both going down a rank.”",""
"Zell
“WHAT!?
 You...You're kidding, RIGHT!?”",""
"{Rinoa}
“It's kind of exciting
 being in a guy's room.”",""
"{Rinoa}
“Is that your grandfather, Zell?”",""
"Zell
“Yep!  He's the person I look up to the most!
 He played a big role in the last war.”",""
"“He wasn't just strong.
 He knew when to attack, when to retreat...
 Any kind of situation, he maintained his
 composure and stayed cool...”",""
"{Squall}
“...So basically, the opposite of you.”",""
"Zell
“Yo, {Squall}!!!
 Why you dissin' me!?”",""
"{Rinoa}
“It's probably none of my business,
 but...”",""
"“Maybe you're being
 a little too ‘cool', {Squall}...?”",""
"{Squall}
“......”",""
"Zell
“Heh, heh, heh...
 She got you there, {Squall}.”",""
"“Why don't you try to
 show a little more passion...?
 You know, like me!”",""
"{Rinoa}
“Did I offend you?”",""
"{Squall}
“So this is Zell's room?”",""
"Quistis
“It's so clean for a
 guy's room.”",""
"Quistis
“Hey?”",""
"“Zell, I thought you had your
 T-Board confiscated?”",""
"Zell
“Heh-heh.  Once you reach my caliber,
 you've gotta have more than one.”",""
"“What?
 What's so funny?”",""
"Quistis
“Hahaha...
 I just remembered something.”",""
"Quistis
“Do you know about Zell's
 famous ‘incident'?”",""
"{Squall}
“?
 What incident?”",""
"Quistis
“Well, Zell was riding his T-Board in the
 hallways of Garden.  He made a sharp turn
 and went straight into the woman's res...”",""
"Zell
“Arrrrr!
 Enough of that story!”",""
"Irvine
“Well, it's not very interesting
 hangin' out in a guys room anyway...”",""
"Irvine
“Whoa!{Wait048}  What is that!?”",""
"“These are some o'them
 old-school rifles!”",""
"“Those are my grandpa's!
 Don't even think about it.”",""
"Irvine
“Oh man, oh man!
 These are so COOL!”",""
"Zell
“...Heh-heh...{Wait048}
 Well... Alright...
 Go ahead, check'em out.”",""
"Zell
“YOOOO!!!
 The HELL you doin'!!!?”",""
"{Squall}
(...{Wait048}...{Wait048}I knew he would...)",""
"【Save Point】
 Access the Menu and select
 [Save] to save your game.",""
"{Squall}
“Let's rest up...”
Rest
Forget it",""
"#bccent1a","103"
"Galbadian Soldier
“HEY!  If you're done with
 your errands, go home!”",""
"“If I see you loitering,
 I'll have to take you in!”",""
"Galbadian Soldier
“Hey, she's pretty cute.
 ...You're a lucky guy.”",""
"Galbadian Soldier
“The {Red}commander{White} is suspicious
 of small towns like this.”",""
"“But how in the world are we
 supposed to find this girl Ellone
 if we only have her name to go on?”",""
"Galbadian Soldier
“I think she'll turn up.  She won't
 be able to run from Sorceress Edea.”",""
"“Then the world according to Edea will begin.
 Along with our Galbadian rule.”",""
"Galbadian Soldier
“Hmm... Galbadian rule...{Wait016}
 Has a nice ring to it.”",""
"Galbadian Soldier
“If only we had a little more
 information about this girl...”",""
"Galbadian Soldier
“What was that?
 Where does the {Yellow}captain{White} take a nap?”",""
"“You know...
 I've been wondering that myself.”",""
"“Before you know it, he's nowhere in sight.
 ...Wonder if he has a secret hideout?”",""
"Galbadian Soldier
“The {Red}commander{White}'s angry again?”",""
"Galbadian Soldier
“The {Yellow}captain{White}'s napping spot?
 How the hell should I know!?”",""
"“Well, he's probably not sleepin' in the
 streets.  With his bulky build, you won't
 find him on top of a roof, either.”",""
"Galbadian Soldier
“So now it's a {Yellow}captain{White} search,
 instead of an Ellone search?”
{NewPage}
“...Ohhh, could it be that the
 {Red}commander{White} is looking for him...?”",""
"“That's too bad.
 If only we had somebody who has a
 good nose for those kinda things.”",""
